brand,rating_avg
San-ei,4.4
Sandstorm,4.588235294117647
Sandtastik,4.6
Sanei,4.457142857142857
Sanford,4.818181818181818
Sanrio,4.125
Sargent Art,4.3
Saunders,4.285714285714286
Savvi,4.133333333333334
Scene It,4.15
Schleich,4.684039087947883
Schoenhut,4.208333333333333
Scholastic,4.352941176470588
School Smart,4.4
School Zone,4.2
Schwinn,4.583333333333333
Schylling,4.305732484076433
Science Wiz,5.0
ScienceWiz,4.25
Scientific Explorer,4.143790849673203
Scooby Doo,4.6
Scotch,4.181034482758621
Scrabble,4.125
Scratch Art,4.666666666666667
Screenlife,3.8395061728395063
Seat Pets,4.326086956521739
"Serec Entertainment, LLC",3.7142857142857144
Serenity,4.8
Sesame Street,4.183206106870229
Sharpie,2.8444444444444446
Shelcore,3.8333333333333335
Shindigz,3.933333333333333
Shrinky Dink,4.142857142857143
Silly Bandz,3.90625
Singing Machine,3.176470588235294
Skullduggery,5.0
Skwooshi,4.222222222222222
Skywalker,3.4
Slinky,4.222222222222222
Small World Express,4.0
Small World Living,5.0
Small World Toys,4.4772727272727275
SmallToys,3.9361702127659575
Smart Lab,4.6
Smart Monkey Toys,4.428571428571429
Smart Planet,3.75
SmartGames,4.796992481203008
SmartLab Toys,4.233183856502242
Smethport,4.504
Smethport Specialty,4.75
SmileMakers,4.833333333333333
Smithsonian,3.473684210526316
Snap Circuits,4.842105263157895
Snazaroo,4.396825396825397
Sodial,3.4210526315789473
Sofia the First,3.7115384615384617
Sonic Speeders,3.4
Sophia&#39;s,4.875
Sorry,3.8333333333333335
Spalding,4.545454545454546
Speedo,3.2
Spektrum,4.142857142857143
Spherewerx,4.6
Spider-Man,4.102941176470588
Spin Master,3.894291754756871
Spin Master Games,4.028985507246377
SpinMaster,3.966292134831461
Spiritual Imports,4.7272727272727275
SpongeBob SquarePants,4.6
Spooner Boards,4.166666666666667
Sprig,5.0
Spring Swings,4.4
Sprout TV,4.0
Spy Alley,4.5
Spy Gear,4.127272727272727
SpyNet,4.044776119402985
Square Enix,4.454545454545454
Square Root,4.714285714285714
Square Shooters,3.8043478260869565
Squinkies,4.636363636363637
Star,3.625
Star Trek,4.128205128205129
Star Wars,4.286624203821656
Step2,4.543775100401606
Steve Jackson Games,4.479245283018868
Stiga,3.6
Stockmar,4.153846153846154
Stomp Rocket,4.570652173913044
Stompeez,4.0
Strawberry Shortcake,4.22972972972973
Stronghold Games,4.55
Stuffies,4.764705882352941
Summit,4.338235294117647
Sun Microsystems,2.8
SunsOut,4.833333333333333
Super Mario Brothers,4.16
SuperBouncyBalls.com,4.333333333333333
Superstructs,4.833333333333333
Supertechnology,4.375
Suretrack,4.566666666666666
Swim School,3.4
Swim Ways,4.331288343558282
Swimline,3.6923076923076925
Swing-N-Slide,4.5476190476190474
Sym,2.6666666666666665
Syma,4.377227722772277
T.S. Shure,4.833333333333333
TABOO,4.857142857142857
TANZK Toy,3.3333333333333335
TDC Games,3.4
TE Brangs,4.4
TESTORS PAINT,4.833333333333333
THE SENSORY UNIVERSITY,3.875
TOMTOP,4.571428571428571
TOMY,4.846153846153846
TOYMONSTER LIMITED,3.7142857142857144
TV Trends,3.090909090909091
TY,4.571428571428571
TY Beanie Baby,4.793388429752066
TY Beanie Ballz,4.913043478260869
TY Beanie Boos,4.815789473684211
TY Beanie Buddy,4.0
TY Classic,4.785714285714286
Takara Tomy,4.587064676616915
Tales of Glory,4.545454545454546
TaliCor,4.5
Tamagotchi,2.1666666666666665
Tangle,2.875
Tangle Creations,3.629032258064516
Tangled,4.5
Tangoes,5.0
Tara Toys,4.047058823529412
Tasty Minstrel,4.67741935483871
Tasty Minstrel Games,4.5
Teach My,4.142857142857143
Teach My Toddler,4.2
Teacher Created Resources,5.0
Teamson Design Corp,4.183098591549296
Tech Gear,3.76
Techno Source,3.925
Tedco,3.857142857142857
Teenage Mutant Ninja Turtles,4.421052631578948
Tegu,4.333333333333333
Tek Nek,4.224137931034483
Telebrands,3.3333333333333335
Tenergy,4.260869565217392
Testors,4.625
Texas Recreation,3.8
Thames &amp; Kosmos,4.285714285714286
The Beistle Company,4.466666666666667
The Board Dudes,4.413793103448276
The Bridge Direct,4.721311475409836
The Elf on the Shelf,4.734567901234568
The Haywire Group,4.0
The Learning Journey,4.5
The Lone Ranger,4.833333333333333
The Magic School Bus,4.083333333333333
The New Image Group,3.6666666666666665
The New York Doll Collection,4.483870967741935
The Orb Factory,4.557275541795666
The Original Toy Company,4.3076923076923075
The Pencil Grip,4.8
The Pennsylvania Toy Company,4.833333333333333
The Queen&#39;s Treasures,4.612903225806452
The Smurfs,4.8
The Young Scientists Club,4.352941176470588
Theo Klein,4.176470588235294
Think Fast Toys,4.75
Think Fun,4.664421997755331
ThinkFun Jr,4.658536585365853
ThinkGeek,4.465277777777778
Thomas &amp; Friends,4.694915254237288
Thor,4.588235294117647
Thumbsup,4.4
Tie-Not,4.090909090909091
Tinkertoy,4.419354838709677
Tolo,4.421568627450981
Tomy,4.373809523809523
Tonka,3.7182539682539684
Toobeez,3.8181818181818183
Top Flite,4.6
Top Race,2.8
Tornado Tube,5.0
Torx,3.8
Toy Story,4.158730158730159
Toy Vault,4.5
Toy Wonders,3.3333333333333335
ToyFactory,4.5
Toys R Us,4.5
Toysmith,4.264341957255343
Toystate,4.467181467181467
Trademark,5.0
Trademark Innovations,4.181818181818182
Transformers,4.317816091954023
Trash Pack,4.25
Traxxas,4.2592592592592595
Treehaus,4.833333333333333
Trend,4.5
Trend Enterprises,4.390243902439025
Trend Lab,3.6
Trophy,4.3125
Trouble,4.166666666666667
Tru-square Metal Products,4.8
True Heroes Ultimate Military Playset,4.818181818181818
Tummy Stuffers,4.1
Twilight,4.318181818181818
Ty,4.718120805369128
Ty Baby Pups  -  Pink Dog,4.6
Ty Beanie Babies,4.853658536585366
Ty Pluffies,4.684210526315789
Ty rone - Backyardigans,5.0
UDI,4.083333333333333
US Toy,4.132530120481928
USAopoly,4.524017467248909
Ubooly,4.6
Udirc/C,3.111111111111111
Ugly Dolls,4.7407407407407405
UltimateGifts,4.428571428571429
Ultra Pro,4.595238095238095
Umagine,3.217171717171717
Uncle Goose,4.682926829268292
Uncle Milton,3.9505813953488373
Underground Toys,4.339449541284404
Unipak,4.508196721311475
Unique,4.125
Unique Industries,3.875
United States Games Systems,4.6
University Games,4.273148148148148
Unknown,4.244541484716157
Upper Deck,4.380952380952381
VINCI,2.625
VTech,4.344233473980309
Valtech Co.,4.833333333333333
Vasefill,3.9285714285714284
VieFly,4.0
View Master,4.666666666666667
Viking,4.125
Vintage Sports Cards,4.333333333333333
WD,4.3
WE Games,4.4
WE-R-KIDS,4.333333333333333
WEDGits,4.8
WL,4.52
WLtoys,4.415730337078652
WMR,4.388888888888889
WMU,4.6
WOW,4.397590361445783
Waba Fun,4.75
Waboba,4.4
Wackee International,4.833333333333333
Walking Dead,4.4
Warm Fuzzy Toys,3.8333333333333335
Wayear International,4.8
WeGlow International,4.5
Webkinz,4.718009478672986
Weekend Farmer,4.6
Weener Kleener,4.0
Wegiel,4.666666666666667
Westminster,3.973856209150327
Westminster Inc.,4.333333333333333
Wet Products,4.285714285714286
Wham-O,3.84375
White Mountain Puzzles,4.777777777777778
Wholesale Doll Clothes,4.7272727272727275
Wiggles 3D,4.142857142857143
WikkiStix,4.276923076923077
Wild Planet,4.2015503875969
"Wild Planet Entertainment, Inc.",3.9130434782608696
Wild Republic,4.826666666666667
Wild Science,4.875
William Mark,3.9019607843137254
Wilson,4.5
Wilton,4.470588235294118
WinFun,4.1940298507462686
Winmau,4.857142857142857
Winning Moves,4.553956834532374
Winx Club,4.1
Wisconsin Toy,4.666666666666667
WizKids,4.37037037037037
Wizards of the Coast,4.451219512195122
Wonder Forge,4.363636363636363
Wonderworld,4.339622641509434
Woodstock,4.333333333333333
Woodstock Chimes,4.529411764705882
World Pride,4.419354838709677
World Tech Toys,4.591304347826087
Worldwise Imports,4.5
Worthington Cylinders,4.166666666666667
Wow Wee,4.345454545454546
Wow Wee 1001148,4.2
WowWee,3.2857142857142856
Wrapables,4.2
Wuggle Pets,3.7142857142857144
X-Kites,3.8
XMART,4.714285714285714
XQ TOYS,4.0
Xia-Xia Pets,4.8
Xploderz,4.454545454545454
YBIKE,4.0
YOTTOY,4.352941176470588
Yahtzee,4.666666666666667
YazyCraft,3.909090909090909
Yellow Mountain Imports,4.321428571428571
Yo Gabba Gabba,4.588235294117647
Yomega,4.39622641509434
You Fashion Studio,3.8181818181818183
You&amp;Me,4.545454545454546
Z-Man Games,4.584745762711864
ZPur,4.333333333333333
Zengren,3.5
Zhu Zhu Pets,3.4148936170212765
Zing,4.044776119402985
Zing Toys,4.595744680851064
ZipBin,4.12
Zobmondo!!,3.466321243523316
Zoink,3.6
Zoob,4.574074074074074
Zoomer,3.6666666666666665
bp,3.2857142857142856
creator,4.333333333333333
eForCity,3.6666666666666665
eKids,4.333333333333333
eWonderWorld,4.5675675675675675
ebuddy,4.833333333333333
eco-kids,4.333333333333333
eeBoo,4.706586826347305
efuture,4.5
elope,3.8333333333333335
homas the Tank Engine,5.0
iPong,2.5
iTikes,3.8
iello,4.566666666666666
jbr2042,4.428571428571429
littleBits Electronics,4.294117647058823
niceEshop,4.247619047619048
nintedo,4.8
shock gum,3.1333333333333333
shock pen,3.25
zupa loom bandz,4.454545454545454
